Company Name,Company Slug,Website,HQ Country,Sector,Stage,Status,Pipeline Status,Notes
Kubo.financiero,kubo-financiero,https://www.kiva.org/about/where-kiva-works/partners/294,Mexico,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
ERES Energía Renovable,eres-energia-renovable,https://www.kiva.org/about/where-kiva-works/partners/275,Mexico,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Yellow Leaf Hammocks,yellow-leaf-hammocks,https://www.kiva.org/about/where-kiva-works/partners/274,Thailand,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
MicroStart,microstart,https://www.kiva.org/about/where-kiva-works/partners/187,Burkina Faso,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
FUDECOSUR,fudecosur,https://www.kiva.org/about/where-kiva-works/partners/150,Costa Rica,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
FAPE,fape,https://www.kiva.org/about/where-kiva-works/partners/97,Guatemala,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Esperanza International Dominican Republic,esperanza-international-dominican-republic,https://www.kiva.org/about/where-kiva-works/partners/44,Dominican Republic,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Microbanco Confianca SA.,microbanco-confianca-sa,https://www.kiva.org/about/where-kiva-works/partners/23,Mozambique,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
South Pacific Business Development (SPBD) - Samoa,south-pacific-business-development-spbd-samoa,https://www.kiva.org/about/where-kiva-works/partners/15,Samoa,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Degas Ghana LTD,degas-ghana-ltd,https://www.kiva.org/about/where-kiva-works/partners/694,Ghana,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Viwala S.A.P.I de CV,viwala-s-a-p-i-de-cv,https://www.kiva.org/about/where-kiva-works/partners/674,Mexico,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Victoria Finance Plc,victoria-finance-plc,https://www.kiva.org/about/where-kiva-works/partners/649,Tanzania,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
ATEC Global,atec-global,https://www.kiva.org/about/where-kiva-works/partners/636,Cambodia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Fundación Salvadoreña de Apoyo Integral (FUSAI),fundacion-salvadorena-de-apoyo-integral-fusai,https://www.kiva.org/about/where-kiva-works/partners/627,El Salvador,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Opportunity Bank Uganda Ltd,opportunity-bank-uganda-ltd,https://www.kiva.org/about/where-kiva-works/partners/606,Uganda,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Izili Madagascar,izili-madagascar,https://www.kiva.org/about/where-kiva-works/partners/578,Madagascar,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Pomona Impact Foundation,pomona-impact-foundation,https://www.kiva.org/about/where-kiva-works/partners/479,Guatemala,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Uncharted,uncharted,https://www.kiva.org/about/where-kiva-works/partners/477,United States,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Crédit Epargne Formation (CEFOR),credit-epargne-formation-cefor,https://www.kiva.org/about/where-kiva-works/partners/443,Madagascar,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Réseau de Micro-institutions de Croissance de Revenus (RMCR),reseau-de-micro-institutions-de-croissance-de-revenus-rmcr,https://www.kiva.org/about/where-kiva-works/partners/438,Mali,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Alivio Capital,alivio-capital,https://www.kiva.org/about/where-kiva-works/partners/357,Mexico,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Nazava Water Filters,nazava-water-filters,https://www.kiva.org/about/where-kiva-works/partners/263,Indonesia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Sanergy,sanergy,https://www.kiva.org/about/where-kiva-works/partners/258,Kenya,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Koret Israel Economic Development Funds (KIEDF),koret-israel-economic-development-funds-kiedf,https://www.kiva.org/about/where-kiva-works/partners/175,Israel,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
AFODENIC,afodenic,https://www.kiva.org/about/where-kiva-works/partners/98,Nicaragua,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Fundación Pro Mujer,fundacion-pro-mujer,https://www.kiva.org/about/where-kiva-works/partners/59,Bolivia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Al Majmoua,al-majmoua,https://www.kiva.org/about/where-kiva-works/partners/696,Lebanon,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Izili Côte d'Ivoire,izili-cote-d-ivoire,https://www.kiva.org/about/where-kiva-works/partners/663,Cote D'Ivoire,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Aflore,aflore,https://www.kiva.org/about/where-kiva-works/partners/637,Colombia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Jibu Tanzania,jibu-tanzania,https://www.kiva.org/about/where-kiva-works/partners/604,Tanzania,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
FISD Finance for Agriculture Development (FIFAD),fisd-finance-for-agriculture-development-fifad,https://www.kiva.org/about/where-kiva-works/partners/620,Malawi,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
YIKRI,yikri,https://www.kiva.org/about/where-kiva-works/partners/572,Burkina Faso,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
African Clean Energy (ACE),african-clean-energy-ace,https://www.kiva.org/about/where-kiva-works/partners/452,Lesotho,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Palmis Mikwofinans Sosyal,palmis-mikwofinans-sosyal,https://www.kiva.org/about/where-kiva-works/partners/442,Haiti,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Burn Manufacturing,burn-manufacturing,https://www.kiva.org/about/where-kiva-works/partners/397,Kenya,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Maharishi Education for Invincibility Trust,maharishi-education-for-invincibility-trust,https://www.kiva.org/about/where-kiva-works/partners/211,South Africa,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Wasoko,wasoko,https://wasoko.com/,,,,active,pending_onboard,
Verqor,verqor,https://www.kiva.org/about/where-kiva-works/partners/676,Mexico,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Vasham,vasham,https://vasham.co.id/,,,,active,pending_onboard,
Umoja,umoja,https://umoja.xyz/,,,,active,pending_onboard,
Turaco,turaco,https://www.turaco.insure/,,,,active,pending_onboard,
Tolbi,tolbi,https://tolbi.ai/,,,,active,pending_onboard,
Tappi,tappi,https://tappi.app/,,,,active,pending_onboard,
Stable Foods,stable-foods,https://www.stable-foods.com/,,,,active,pending_onboard,
Seabex,seabex,https://seabex.com/,,,,active,pending_onboard,
Satellites On Fire,satellitesonfire,https://www.satellitesonfire.com/,,,,active,pending_onboard,
Pula Advisors,pula-advisors,https://www.pula-advisors.com/,,,,active,pending_onboard,
Powered by People,poweredbypeople,https://www.poweredbypeople.com/,,,,active,pending_onboard,
Yourpower,yourpower,https://yourpower.io/,,,,active,pending_onboard,
Popular Power,popularpower,https://www.popularpower.io/,,,,active,pending_onboard,
Poás Bioenergy,poasbioenergy,https://www.poasbioenergy.com/,,,,active,pending_onboard,
Rivy,payhippo,https://payhippo.ng/,,,,active,pending_onboard,
Open Forest Protocol,openforestprotocol,https://www.openforestprotocol.org/,,,,active,pending_onboard,
OKO,oko,https://www.oko.finance/,,,,active,pending_onboard,
Ndovu,ndovu,https://ndovu.co/,,,,active,pending_onboard,
Microrisk,microrisk,https://www.microrisk.org/,,,,active,pending_onboard,
Meridia,meridia,https://www.meridia.land/,,,,active,pending_onboard,
MazaoHub,mazaohub,https://mazaohub.com/,,,,active,pending_onboard,
Liftit,liftit,https://liftit.co/en/,,,,active,pending_onboard,
Kwanza Tukule,kwanzatukule,https://www.kwanzatukule.com/,,,,active,pending_onboard,
Kofa,kofa,https://www.kofa.co/,,,,active,pending_onboard,
KalPay,kalpayfinancials,https://kalpayfinancials.com/,,,,active,pending_onboard,
ImaliPay,imalipay,https://www.imalipay.com/,,,,active,pending_onboard,
Ignitia,ignitia,https://www.ignitia.se/,,,,active,pending_onboard,
Harvesting Co.,harvesting,http://www.harvesting.co/,,,,active,pending_onboard,
Goldfinch,goldfinch,https://goldfinch.finance/,,,,active,pending_onboard,
Floodbase,floodbase,https://www.floodbase.com/,,,,active,pending_onboard,
Fibrazo,fibrazo,https://www.fibrazo.com/,,,,active,pending_onboard,
Epoch,epoch,https://epoch.blue/,,,,active,pending_onboard,
Ejara,ejara,https://www.ejara.io/,,,,active,pending_onboard,
Complete Farmer,completefarmer,https://www.completefarmer.com/,,,,active,pending_onboard,
Cinch Markets Ltd,cinch-markets-ltd,https://www.linkedin.com/company/cinch-markets-ltd/about/,,,,active,pending_onboard,
Boost,boost,https://www.boost.technology/,,,,active,pending_onboard,
Blooms Capital,bloomscapital,https://www.linkedin.com/company/bloomscapital/,,,,active,pending_onboard,
Bitmama,bitmama,https://bitmama.io/,,,,active,pending_onboard,
Arifu,arifu,https://www.arifu.com/,,,,active,pending_onboard,
Aquarech,aquarech,https://www.aquarech.com/,,,,active,pending_onboard,
Agrails,agrails,https://www.linkedin.com/company/agrails/,,,,active,pending_onboard,
AgriAku,agriaku,https://agriaku.com/,,,,active,pending_onboard,
Ábaco,abacocapital,http://www.abacocapital.co/,,,,active,pending_onboard,
Complete Farmer Limited,complete-farmer-limited,https://www.kiva.org/about/where-kiva-works/partners/639,Ghana,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Farmerline,farmerline,https://www.kiva.org/about/where-kiva-works/partners/490,Ghana,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Quipu Bank,quipu-bank,https://www.kiva.org/about/where-kiva-works/partners/681,Colombia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Zuri Health,zuri-health,https://www.kiva.org/about/where-kiva-works/partners/679,Kenya,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Awana,awana,https://www.kiva.org/about/where-kiva-works/partners/673,Ecuador,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Someone Somewhere,someone-somewhere,https://www.kiva.org/about/where-kiva-works/partners/672,Mexico,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
DAR Proyectos,dar-proyectos,https://www.kiva.org/about/where-kiva-works/partners/669,Peru,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Liberia Cocoa Corporation,liberia-cocoa-corporation,https://www.kiva.org/about/where-kiva-works/partners/668,Liberia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Suritex SAC,suritex-sac,https://www.kiva.org/about/where-kiva-works/partners/662,Peru,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Diaspora Co.,diaspora-co,https://www.kiva.org/about/where-kiva-works/partners/653,India,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Novulis,novulis,https://www.kiva.org/about/where-kiva-works/partners/640,Ecuador,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Nilus,nilus,https://www.kiva.org/about/where-kiva-works/partners/634,Mexico,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Ilara Health,ilara-health,https://www.kiva.org/about/where-kiva-works/partners/630,Kenya,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Altech,altech,https://www.kiva.org/about/where-kiva-works/partners/618,Congo (DRC),,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Deevabits Green Energy,deevabits-green-energy,https://www.kiva.org/about/where-kiva-works/partners/600,Kenya,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Bidhaa Sasa,bidhaa-sasa,https://www.kiva.org/about/where-kiva-works/partners/598,Kenya,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
MoringaConnect Inc,moringaconnect-inc,https://www.kiva.org/about/where-kiva-works/partners/575,Ghana,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Drinkwell,drinkwell,https://www.kiva.org/about/where-kiva-works/partners/565,Bangladesh,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Acceso El Salvador,acceso-el-salvador,https://www.kiva.org/about/where-kiva-works/partners/558,El Salvador,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Nucafe,nucafe,https://www.kiva.org/about/where-kiva-works/partners/546,Uganda,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Cacao de Aroma,cacao-de-aroma,https://www.kiva.org/about/where-kiva-works/partners/513,Peru,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Symplifica,symplifica,https://www.kiva.org/about/where-kiva-works/partners/712,Colombia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Bukapo Digital Sejahtera PTE. LTD.,bukapo-digital-sejahtera-pte-ltd,https://www.kiva.org/about/where-kiva-works/partners/711,Indonesia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
COOPERATIVA AGRARIA RUTAS DEL INCA,cooperativa-agraria-rutas-del-inca,https://www.kiva.org/about/where-kiva-works/partners/710,Peru,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Novel Farm Limited,novel-farm-limited,https://www.kiva.org/about/where-kiva-works/partners/709,Uganda,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
"Jasberry Co., Ltd.",jasberry-co-ltd,https://www.kiva.org/about/where-kiva-works/partners/708,Thailand,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Motopack SAS BIC,motopack-sas-bic,https://www.kiva.org/about/where-kiva-works/partners/707,Colombia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Balloon Ventures Ltd,balloon-ventures-ltd,https://www.kiva.org/about/where-kiva-works/partners/706,Uganda,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
MP Recicla S.A.C,mp-recicla-s-a-c,https://www.kiva.org/about/where-kiva-works/partners/704,Peru,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Soluna Energia,soluna-energia,https://www.kiva.org/about/where-kiva-works/partners/703,Colombia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Mbay Mobility Suarl,mbay-mobility-suarl,https://www.kiva.org/about/where-kiva-works/partners/702,Senegal,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
FarmWorks Agriculture,farmworks-agriculture,https://www.kiva.org/about/where-kiva-works/partners/699,Kenya,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Smart Havens Africa,smart-havens-africa,https://www.kiva.org/about/where-kiva-works/partners/697,Uganda,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Albedo Solar Leasing S.A.,albedo-solar-leasing-s-a,https://www.kiva.org/about/where-kiva-works/partners/695,Guatemala,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
BeeConscious Co Ltd,beeconscious-co-ltd,https://www.kiva.org/about/where-kiva-works/partners/693,Thailand,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
MONET COLOMBIA SAS,monet-colombia-sas,https://www.kiva.org/about/where-kiva-works/partners/692,Colombia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Wild Hive and Company Limited,wild-hive-and-company-limited,https://www.kiva.org/about/where-kiva-works/partners/691,Zambia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Hydrologic Social Enterprise Co Ltd,hydrologic-social-enterprise-co-ltd,https://www.kiva.org/about/where-kiva-works/partners/689,Cambodia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
TapEffect Co.,tapeffect-co,https://www.kiva.org/about/where-kiva-works/partners/687,Cambodia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Good Nature Agro Products Limited,good-nature-agro-products-limited,https://www.kiva.org/about/where-kiva-works/partners/686,Zambia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Jackfruit Finance,jackfruit-finance,https://www.kiva.org/about/where-kiva-works/partners/684,Kenya,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Solenium SAS,solenium-sas,https://www.kiva.org/about/where-kiva-works/partners/683,Colombia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Farm Depot,farm-depot,https://www.kiva.org/about/where-kiva-works/partners/680,Zambia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
BrightLife (Finca Plus LLC),brightlife-finca-plus-llc,https://www.kiva.org/about/where-kiva-works/partners/677,Uganda,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Evergreen Agro (Granadas del Sur),evergreen-agro-granadas-del-sur,https://www.kiva.org/about/where-kiva-works/partners/671,Peru,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
MPower Ventures AG,mpower-ventures-ag,https://www.kiva.org/about/where-kiva-works/partners/665,Cameroon,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Tivwane Money Solution,tivwane-money-solution,https://www.kiva.org/about/where-kiva-works/partners/660,Zambia,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Burlap & Barrel,burlap-barrel,https://www.kiva.org/about/where-kiva-works/partners/656,United States,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
ColdHubs,coldhubs,https://www.kiva.org/about/where-kiva-works/partners/628,Nigeria,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Mountain Harvest,mountain-harvest,https://www.kiva.org/about/where-kiva-works/partners/623,Uganda,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Kuli Kuli,kuli-kuli,https://www.kiva.org/about/where-kiva-works/partners/614,United States,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Cherehani Africa,cherehani-africa,https://www.kiva.org/about/where-kiva-works/partners/592,Kenya,,,active,pending_onboard,Kiva umbrella attribution; refine to KRIF subset in enrichment
Fortuna Biznes Mikromoliya Tashkiloti Llc,fortuna-biznes-mikromoliya-tashkiloti-llc,https://av-ventures.com/portfolio/fortuna-biznes-mikromoliya-tashkiloti-llc/,,,,active,pending_onboard,
Vodiy Taraqqiyot Mikromoliya Tashkiloti Llc,vodiy-taraqqiyot-mikromoliya-tashkiloti-llc,https://av-ventures.com/portfolio/vodiy-taraqqiyot-mikromoliya-tashkiloti-llc/,,,,active,pending_onboard,
Delta Mikromoliya Tashkiloti Llc,delta-mikromoliya-tashkiloti-llc,https://av-ventures.com/portfolio/delta-mikromoliya-tashkiloti-llc/,,,,active,pending_onboard,
Ehtirom Plus,ehtirom-plus,https://av-ventures.com/portfolio/ehtirom-plus/,,,,active,pending_onboard,
Eurasia Oil International Llc And Ololo Group Llc,eurasia-oil-international-llc-and-ololo-group-llc,https://av-ventures.com/portfolio/eurasia-oil-international-llc-and-ololo-group-llc/,,,,active,pending_onboard,
Renesans Mikromoliya Tashkiloti Jsc,renesans-mikromoliya-tashkiloti-jsc,https://av-ventures.com/portfolio/renesans-mikromoliya-tashkiloti-jsc/,,,,active,pending_onboard,
Oasis Credit,oasis-credit,https://av-ventures.com/portfolio/oasis-credit/,,,,active,pending_onboard,
Kupuev Academy,kupuev-academy,https://av-ventures.com/portfolio/kupuev-academy/,,,,active,pending_onboard,
Furuz Microfinance Institution,furuz-microfinance-institution,https://av-ventures.com/portfolio/furuz-microfinance-institution/,,,,active,pending_onboard,
Safer Power Limited,safer-power-limited,https://av-ventures.com/portfolio/safer-power-limited/,,,,active,pending_onboard,
Middle East Bank Limited,middle-east-bank-limited,https://av-ventures.com/portfolio/middle-east-bank-limited/,,,,active,pending_onboard,
Mwangaza Micro Enterprises Limited,mwangaza-micro-enterprises-limited,https://av-ventures.com/portfolio/mwangaza-micro-enterprises-limited/,,,,active,pending_onboard,
Edenbridge Capital,edenbridge-capital,https://av-ventures.com/portfolio/edenbridge-capital/,,,,active,pending_onboard,
Dot Capital Limited,dot-capital-limited,https://av-ventures.com/portfolio/dot-capital-limited/,,,,active,pending_onboard,
Centenary Microenterprise Services Limited,centenary-microenterprise-services-limited,https://av-ventures.com/portfolio/centenary-microenterprise-services-limited/,,,,active,pending_onboard,
Incredo Microfinance,incredo-microfinance,https://av-ventures.com/portfolio/incredo-microfinance/,,,,active,pending_onboard,
Agricultural Finance Corporation,agricultural-finance-corporation,https://av-ventures.com/portfolio/agricultural-finance-corporation/,,,,active,pending_onboard,
Fadhili Micro Enterprises Limited,fadhili-micro-enterprises-limited,https://av-ventures.com/portfolio/fadhili-micro-enterprises-limited/,,,,active,pending_onboard,
Ololoakjol,ololoakjol,https://av-ventures.com/portfolio/ololoakjol/,,,,active,pending_onboard,
Hello Tractor,hello-tractor,https://av-ventures.com/portfolio/hello_tractor/,,,,active,pending_onboard,
Solargen Technologies Ltd,solargen-technologies-ltd,https://av-ventures.com/portfolio/solargen-technologies-ltd/,,,,active,pending_onboard,
Maphlix Trust Ghana Limited,maphlix-trust-ghana-limited,https://av-ventures.com/portfolio/maphlix-trust-ghana-limited/,,,,active,pending_onboard,
Agrocenta,agrocenta,https://av-ventures.com/portfolio/agrocenta/,,,,active,pending_onboard,
Agro Innova Ltd,agro-innova-ltd,https://av-ventures.com/portfolio/agro-innova-ltd/,,,,active,pending_onboard,
Warc Ghana Limited,warc-ghana-limited,https://av-ventures.com/portfolio/warc-ghana-limited/,,,,active,pending_onboard,
Valency International,valency-international,https://www.andgreen.fund/portfolio/valency-international/,,,,active,pending_onboard,
Phuc Sinh Corporation,phuc-sinh-corporation,https://www.andgreen.fund/portfolio/phuc-sinh/,,,,active,pending_onboard,
ETC Group (ETG),etc-group-etg,https://www.andgreen.fund/portfolio/etg-deal-disclosure/,,,,active,pending_onboard,
Mercon B.V.,mercon-b-v,https://www.andgreen.fund/portfolio/mercon-bv/,,,,active,pending_onboard,
Fueling Sustainability (FS Agrisolutions),fueling-sustainability-fs-agrisolutions,https://www.andgreen.fund/portfolio/fs-agrisolutions/,,,,active,pending_onboard,
PT Hilton Duta Lestari (HDL),pt-hilton-duta-lestari-hdl,https://www.andgreen.fund/portfolio/pt-hilton-duta-lestari-hdl/,,,,active,pending_onboard,
Marfrig Global Foods S.A. (Marfrig),marfrig-global-foods-s-a-marfrig,https://www.andgreen.fund/portfolio/marfrig-global-foods-s-a-marfrig/,,,,active,pending_onboard,
PT Dharma Satya Nusantara Tbk (DSNG),pt-dharma-satya-nusantara-tbk-dsng,https://www.andgreen.fund/portfolio/pt-dharma-satya-nusantara-tbk-dsng/,,,,active,pending_onboard,
Agropecuária Roncador Ltda (Roncador),agropecuaria-roncador-ltda-roncador,https://www.andgreen.fund/portfolio/agropecuaria-roncador-ltda-rondacor/,,,,active,pending_onboard,
PT Royal Lestari Utama (RLU),pt-royal-lestari-utama-rlu,https://www.andgreen.fund/portfolio/pt-royal-lestari-utama-rlu/,,,,active,pending_onboard,
Hacienda San José (HSJ),hacienda-san-jose-hsj,https://www.andgreen.fund/portfolio/hacienda-san-jose-hsj/,,,,active,pending_onboard,
African Mushroom Growers,african-mushroom-growers,,,,,active,pending_onboard,
Ahonto,ahonto,,,,,active,pending_onboard,
Amaati,amaati,,,,,active,pending_onboard,
Bio Phyto,bio-phyto,,,,,active,pending_onboard,
Byeffe Foods Ltd,byeffe-foods-ltd,,,,,active,pending_onboard,
COOKKANZ,cookkanz,,,,,active,pending_onboard,
East Africa Fruit Company,east-africa-fruit-company,,,,,active,pending_onboard,
EasyHatch,easyhatch,,,,,active,pending_onboard,
Esop Vallée,esop-vallee,,,,,active,pending_onboard,
Greenfield Agricultural Services,greenfield-agricultural-services,,,,,active,pending_onboard,
Mambo Coffee Company Ltd,mambo-coffee-company-ltd,,,,,active,pending_onboard,
Mujuni,mujuni,,,,,active,pending_onboard,
OEL,oel,,,,,active,pending_onboard,
OJA,oja,,,,,active,pending_onboard,
SCAMED,scamed,,,,,active,pending_onboard,
SCOOPANAB,scoopanab,,,,,active,pending_onboard,
Sommalife,sommalife,,,,,active,pending_onboard,
SOPROCOPIV,soprocopiv,,,,,active,pending_onboard,
SPF,spf,,,,,active,pending_onboard,
Swatini,swatini,,,,,active,pending_onboard,
UPAS,upas,,,,,active,pending_onboard,
UNERIZ,uneriz,,,,,active,pending_onboard,
Vert,vert,,,,,active,pending_onboard,
Yayra Glover,yayra-glover,,,,,active,pending_onboard,
Yeyasso,yeyasso,,,,,active,pending_onboard,
Agropia,agropia,,,,,active,pending_onboard,
APASEM,apasem,,,,,active,pending_onboard,
COOSEMPODA,coosempoda,,,,,active,pending_onboard,
FACES Microfinanzas,faces-microfinanzas,,,,,active,pending_onboard,
FECCEG,fecceg,,,,,active,pending_onboard,
Lagunas de los Condores,lagunas-de-los-condores,,,,,active,pending_onboard,
Najil Cab,najil-cab,,,,,active,pending_onboard,
Norandino,norandino,,,,,active,pending_onboard,
Sanchirio Palomar,sanchirio-palomar,,,,,active,pending_onboard,
Cassia Coop,cassia-coop,,,,,active,pending_onboard,
Tun Yat,tun-yat,,,,,active,pending_onboard,
Sitara (SGR Limited),sitara-sgr-limited,https://www.sgrlimited.in/,,,,active,pending_onboard,
Pula,pula,https://www.pula-advisors.com/,,,,active,pending_onboard,
Amartha,amartha,https://amartha.com/,,,,active,pending_onboard,
Tugende,tugende,https://gotugende.com/,,,,active,pending_onboard,
BikeBazaar,bikebazaar,https://bikebazaar.com/,,,,active,pending_onboard,
Pezesha,pezesha,https://pezesha.com/,,,,active,pending_onboard,
Tienda Pago,tienda-pago,https://www.tiendapago.com/,,,,active,pending_onboard,
Igloo,igloo,https://iglooinsure.com/,,,,active,pending_onboard,
Lulalend,lulalend,https://www.lulalend.co.za/,,,,active,pending_onboard,
Platcorp Group,platcorp-group,https://www.platcorpgroup.com/,,,,active,pending_onboard,
Annapurna Finance,annapurna-finance,https://annapurnafinance.in/,,,,active,pending_onboard,
BancoSol,bancosol,https://www.bancosol.com.bo/,,,,active,pending_onboard,
Sanad for Microfinance,sanad-for-microfinance,https://sanadcomjo.com/AboutUs,,,,active,pending_onboard,
Banco W,banco-w,https://www.bancow.com.co/,,,,active,pending_onboard,
African Conservancies Facility,african-conservancies-facility,https://www.conservation.org/ci-ventures/african-conservancies-facility,,,,active,pending_onboard,
BSF Breeding,bsf-breeding,https://www.conservation.org/ci-ventures/bsf-breeding,,,,active,pending_onboard,
Horizon Business ventures,horizon-business-ventures,https://www.conservation.org/ci-ventures/horizon-business-ventures,,,,active,pending_onboard,
Nambu,nambu,https://www.conservation.org/ci-ventures/nambu,,,,active,pending_onboard,
